,parcelid,square_feet,bedrooms,bathrooms,yearbuilt,fips,lot_size,tax_value
50,12579560,1027.0,2.0,1.0,1951.0,6037.0,5574.0,49034.0
51,11941294,1236.0,3.0,3.0,1991.0,6037.0,35886.0,588514.0
52,10925280,1121.0,2.0,1.0,1940.0,6037.0,6055.0,72867.0
53,12218511,847.0,2.0,1.0,1938.0,6037.0,5025.0,214354.0
54,11637056,1164.0,1.0,2.0,1974.0,6037.0,37501.0,654835.0
55,12227278,1070.0,2.0,1.0,1937.0,6037.0,4829.0,141693.0
56,12556624,949.0,2.0,2.0,1964.0,6037.0,15060.0,105933.0
57,11652563,1810.0,2.0,2.0,1956.0,6037.0,7210.0,144688.0
58,10871205,1244.0,3.0,2.0,1954.0,6037.0,7501.0,199420.0
59,11342570,1410.0,3.0,2.0,1980.0,6037.0,4816.0,406099.0
60,10901522,2581.0,3.0,3.0,1939.0,6037.0,6994.0,1070352.0
61,13075618,1245.0,2.0,2.0,1979.0,6037.0,179588.0,192441.0
62,12113444,1159.0,2.0,2.0,1973.0,6037.0,52158.0,292206.0
63,11879622,1302.0,2.0,3.0,1979.0,6037.0,20150.0,330276.0
64,12188496,1040.0,3.0,1.0,1923.0,6037.0,5427.0,234319.0
65,11878863,968.0,3.0,1.0,1951.0,6037.0,7499.0,37210.0
66,10726564,3172.0,3.0,3.0,1966.0,6037.0,14356.0,700000.0
67,12346913,1206.0,3.0,1.0,1954.0,6037.0,7415.0,52764.0
68,11309647,1908.0,4.0,3.0,2006.0,6037.0,,145452.0
69,12350928,1901.0,5.0,2.0,1950.0,6037.0,6693.0,635000.0
70,11087356,1204.0,2.0,3.0,1981.0,6037.0,58432.0,189392.0
71,11177755,1270.0,3.0,2.0,1985.0,6037.0,5836.0,282233.0
72,13101300,3245.0,5.0,3.0,1988.0,6037.0,121717.0,1294418.0
73,11784552,690.0,0.0,1.0,1911.0,6037.0,15921.0,412116.0
74,12377345,1353.0,2.0,2.0,1956.0,6037.0,5802.0,132508.0
75,12111654,495.0,1.0,1.0,1963.0,6037.0,70090.0,135279.0
76,12405119,1376.0,2.0,2.0,1975.0,6037.0,1757.0,123877.0
77,10869404,3107.0,4.0,3.0,1957.0,6037.0,17166.0,1279125.0
78,11417036,1295.0,3.0,1.0,1940.0,6037.0,4795.0,192008.0
79,11061029,1440.0,3.0,2.0,1956.0,6037.0,7915.0,84218.0
80,13038537,1632.0,3.0,2.0,1960.0,6037.0,9654.0,631600.0
81,12412669,2521.0,4.0,3.0,1971.0,6037.0,4976.0,128871.0
82,11165223,2088.0,4.0,3.0,1975.0,6037.0,4920.0,521000.0
83,10722904,1966.0,4.0,2.0,1960.0,6037.0,7842.0,419295.0
84,12095717,1499.0,3.0,2.0,1947.0,6037.0,6522.0,82798.0
85,10722606,1570.0,4.0,2.0,1958.0,6037.0,8700.0,249614.0
86,10829251,1080.0,3.0,1.0,1948.0,6037.0,6746.0,60632.0
87,10867021,4664.0,3.0,6.0,1936.0,6037.0,39352.0,2157425.0
88,11888077,1275.0,2.0,3.0,1964.0,6037.0,39093.0,210254.0
89,13069501,1929.0,3.0,2.0,1988.0,6037.0,10136.0,404643.0
90,11953203,1809.0,4.0,2.0,1929.0,6037.0,5676.0,884199.0
91,11151200,3215.0,4.0,3.0,2004.0,6037.0,5366.0,579800.0
92,13061656,1558.0,3.0,2.0,1984.0,6037.0,6693.0,515000.0
93,11394750,1306.0,3.0,1.0,1930.0,6037.0,6724.0,78015.0
94,11396736,1502.0,2.0,1.0,1935.0,6037.0,6374.0,312262.0
95,13054430,2960.0,3.0,3.0,1966.0,6037.0,15071.0,303621.0
96,11885059,1363.0,3.0,2.0,1912.0,6037.0,5199.0,516832.0
97,12397668,2985.0,7.0,3.0,1959.0,6037.0,17387.0,366160.0
98,12397984,1633.0,3.0,2.0,1951.0,6037.0,5957.0,176344.0
99,11203489,1471.0,3.0,2.0,1969.0,6037.0,10942.0,155328.0
100,11120717,3912.0,4.0,5.0,2001.0,6037.0,6219.0,1038000.0
101,10854107,1562.0,2.0,2.0,1965.0,6037.0,23435.0,393916.0
102,11201077,1076.0,3.0,1.0,1955.0,6037.0,7427.0,61999.0
103,10883322,1682.0,4.0,3.0,1947.0,6037.0,5742.0,77610.0
104,12284880,1756.0,3.0,3.0,2007.0,6037.0,,243349.0
105,11116323,2290.0,4.0,3.0,2010.0,6037.0,,451408.0
106,12367476,1214.0,3.0,1.0,1949.0,6037.0,5570.0,61124.0
107,11138947,850.0,2.0,2.0,1979.0,6037.0,512143.0,141410.0
108,12184760,1568.0,3.0,2.0,1920.0,6037.0,5400.0,342300.0
109,12168927,2074.0,3.0,4.0,1931.0,6037.0,8083.0,757578.0
110,11913978,1666.0,3.0,2.0,1938.0,6037.0,6571.0,808662.0
111,11211588,1737.0,4.0,3.0,1987.0,6037.0,7312.0,137933.0
112,10859051,1347.0,2.0,3.0,1974.0,6037.0,28939.0,177899.0
113,12159798,1495.0,3.0,2.0,1965.0,6037.0,9961.0,72166.0
114,12164455,1610.0,3.0,3.0,2007.0,6037.0,61040.0,410891.0
115,11228058,1720.0,3.0,1.0,1946.0,6037.0,39946.0,96224.0
116,12273277,1103.0,3.0,1.0,1947.0,6037.0,5350.0,234051.0
117,11236808,2208.0,4.0,3.0,1998.0,6037.0,8934.0,231896.0
118,12266095,1084.0,3.0,1.0,1953.0,6037.0,5605.0,244680.0
119,12137023,3659.0,6.0,6.0,1950.0,6037.0,12001.0,2010195.0
120,11100766,1303.0,4.0,2.0,1960.0,6037.0,7864.0,395808.0
121,10846092,984.0,2.0,1.0,1948.0,6037.0,7113.0,271911.0
122,10845467,867.0,2.0,1.0,1939.0,6037.0,6649.0,544000.0
123,11938798,930.0,2.0,1.0,1902.0,6037.0,2118.0,227111.0
124,12134073,2952.0,4.0,3.0,1941.0,6037.0,21733.0,1201278.0
125,12133644,3577.0,5.0,4.0,1952.0,6037.0,20012.0,889200.0
126,11186142,1883.0,3.0,2.0,2001.0,6037.0,8020.0,208389.0
127,11804310,660.0,2.0,1.0,1912.0,6037.0,6680.0,292207.0
128,11301683,2024.0,4.0,2.0,1990.0,6037.0,7020.0,152505.0
129,12327807,1208.0,3.0,2.0,1953.0,6037.0,5288.0,363636.0
130,11189918,2202.0,3.0,3.0,1990.0,6037.0,7805.0,246800.0
131,10739358,5147.0,5.0,6.0,2003.0,6037.0,13468.0,1531397.0
132,12147298,1192.0,2.0,2.0,1950.0,6037.0,6333.0,403729.0
133,10849538,1530.0,3.0,3.0,2008.0,6037.0,,465794.0
134,12317762,1410.0,4.0,2.0,1964.0,6037.0,5286.0,363100.0
135,12144809,1794.0,3.0,2.0,1957.0,6037.0,10639.0,887658.0
136,11285201,1240.0,3.0,2.0,1956.0,6037.0,7181.0,99300.0
137,11144627,964.0,2.0,2.0,1986.0,6037.0,532639.0,193481.0
138,11107856,1994.0,3.0,2.0,1985.0,6037.0,6813.0,365635.0
139,11816446,1420.0,3.0,2.0,1930.0,6037.0,3752.0,194716.0
140,11871082,1248.0,3.0,2.0,1922.0,6037.0,5599.0,457701.0
141,13899936,1482.0,0.0,0.0,1974.0,6059.0,4751.0,372535.0
142,12994393,1440.0,3.0,2.0,1961.0,6037.0,5689.0,47377.0
143,12510624,1307.0,2.0,2.0,1988.0,6037.0,79753.0,301529.0
144,12761067,955.0,3.0,1.0,1953.0,6037.0,6496.0,386728.0
145,11687008,1619.0,1.0,3.0,1949.0,6037.0,85354.0,1664376.0
146,10982900,1215.0,3.0,2.0,1963.0,6037.0,7498.0,65276.0
147,11569220,1547.0,2.0,2.0,1970.0,6037.0,14750.0,690370.0
148,11570788,1930.0,3.0,2.0,1927.0,6037.0,8529.0,758649.0
149,11571121,1956.0,3.0,2.0,1927.0,6037.0,8008.0,2715793.0
150,12041558,1348.0,2.0,1.0,1951.0,6037.0,8994.0,380605.0
151,12715651,1555.0,4.0,3.0,1972.0,6037.0,4036.0,253993.0
152,12036995,1687.0,2.0,2.0,1920.0,6037.0,6753.0,754468.0
153,11580688,2409.0,4.0,3.0,1927.0,6037.0,7521.0,2100270.0
154,12047834,1824.0,2.0,2.0,1954.0,6037.0,35694.0,134364.0
155,12781170,1076.0,4.0,1.0,1956.0,6037.0,4752.0,389000.0
156,11009153,2709.0,4.0,3.0,1956.0,6037.0,35815.0,522875.0
157,12835029,1561.0,3.0,2.0,1959.0,6037.0,8763.0,417131.0
158,11519825,1610.0,2.0,3.0,2007.0,6037.0,,772351.0
159,12485409,1192.0,3.0,2.0,1954.0,6037.0,5548.0,288933.0
160,12485523,1395.0,3.0,2.0,1951.0,6037.0,5148.0,388006.0
161,11983501,6249.0,6.0,5.0,1924.0,6037.0,22655.0,3681324.0
162,12489459,1391.0,1.0,2.0,1981.0,6037.0,89604.0,343490.0
163,11003157,528.0,1.0,1.0,1929.0,6037.0,2164.0,342000.0
164,11531810,960.0,2.0,2.0,1968.0,6037.0,49505.0,129517.0
165,12492563,2043.0,4.0,3.0,2005.0,6037.0,165328.0,562000.0
166,12805800,1425.0,4.0,2.0,1951.0,6037.0,6175.0,285867.0
167,12496886,1184.0,2.0,1.0,1950.0,6037.0,5090.0,506000.0
168,11699600,3031.0,4.0,4.0,1959.0,6037.0,10253.0,652684.0
169,12500533,1246.0,2.0,1.0,1956.0,6037.0,5031.0,63529.0
170,12067215,1300.0,2.0,2.0,1977.0,6037.0,37584.0,380718.0
171,10772322,640.0,1.0,1.0,1978.0,6037.0,35250.0,164000.0
172,12033338,570.0,1.0,1.0,1958.0,6037.0,7645.0,61895.0
173,12554465,627.0,1.0,1.0,1921.0,6037.0,13234.0,65365.0
174,10783039,1128.0,3.0,2.0,1951.0,6037.0,7654.0,169738.0
175,11637690,1785.0,2.0,2.0,1974.0,6037.0,22503.0,477323.0
176,10927057,1215.0,3.0,2.0,1968.0,6037.0,5367.0,334953.0
177,10936058,1583.0,3.0,2.0,1940.0,6037.0,10287.0,649101.0
178,12590336,1652.0,4.0,3.0,1980.0,6037.0,211215.0,206305.0
179,10777579,2010.0,2.0,2.0,1940.0,6037.0,10128.0,416283.0
180,11644564,1922.0,2.0,2.0,1980.0,6037.0,32839.0,1007000.0
181,10930942,1141.0,3.0,3.0,1973.0,6037.0,44109.0,405000.0
182,12559816,524.0,0.0,1.0,1965.0,6037.0,14974.0,52943.0
183,10793001,1588.0,3.0,3.0,1980.0,6037.0,130702.0,489000.0
184,11595966,1880.0,2.0,3.0,1974.0,6037.0,191271.0,937000.0
185,10919972,1547.0,3.0,2.0,1956.0,6037.0,11589.0,255887.0
186,10773281,884.0,2.0,2.0,1971.0,6037.0,215271.0,137309.0
187,10920449,2287.0,3.0,3.0,1976.0,6037.0,31351.0,900430.0
188,12539852,840.0,2.0,2.0,1985.0,6037.0,13539.0,286000.0
189,12659436,1840.0,3.0,2.0,1991.0,6037.0,42717.0,590032.0
190,12027922,4782.0,5.0,4.0,1929.0,6037.0,20670.0,507758.0
191,12543783,953.0,2.0,2.0,1964.0,6037.0,16608.0,105007.0
192,12026694,2306.0,3.0,2.0,1959.0,6037.0,10693.0,2181870.0
193,12634734,950.0,2.0,1.0,1954.0,6037.0,4731.0,284270.0
194,12634340,1056.0,3.0,1.0,1952.0,6037.0,5599.0,137491.0
195,12548405,1593.0,2.0,2.0,1992.0,6037.0,69327.0,410525.0
196,12627654,805.0,3.0,1.0,1952.0,6037.0,5238.0,41366.0
197,12773717,1702.0,3.0,4.0,2014.0,6037.0,,415237.0
198,12440851,962.0,1.0,1.0,1980.0,6037.0,143562.0,110953.0
199,12859120,1236.0,2.0,3.0,1983.0,6037.0,166137.0,230024.0
200,12473575,672.0,1.0,1.0,1969.0,6037.0,82412.0,59519.0
201,12439387,1410.0,3.0,2.0,1953.0,6037.0,5389.0,78030.0
202,11503429,2380.0,4.0,3.0,1976.0,6037.0,2128.0,1544644.0
203,11722723,1313.0,3.0,2.0,1913.0,6037.0,5603.0,210496.0
204,12934631,1499.0,3.0,3.0,1988.0,6037.0,5919.0,409989.0
205,12445788,1136.0,2.0,3.0,1984.0,6037.0,98411.0,282000.0
206,12929647,1422.0,4.0,2.0,1953.0,6037.0,6952.0,282832.0
207,11027029,1257.0,3.0,2.0,1953.0,6037.0,6017.0,213246.0
208,12886314,725.0,2.0,1.0,1950.0,6037.0,7163.0,189320.0
209,10813882,2601.0,4.0,3.0,1969.0,6037.0,22622.0,1066012.0
210,11478860,2160.0,3.0,3.0,1949.0,6037.0,6299.0,1017322.0
211,11505868,3316.0,4.0,3.0,1986.0,6037.0,4800.0,1092550.0
212,12970622,1827.0,4.0,3.0,1990.0,6037.0,2136.0,287013.0
213,11508798,2078.0,3.0,3.0,1997.0,6037.0,3334.0,2070033.0
214,11052658,1258.0,2.0,2.0,1981.0,6037.0,178924.0,243504.0
215,10819810,1335.0,4.0,3.0,1950.0,6037.0,6611.0,470060.0
216,10821119,1430.0,2.0,2.0,1952.0,6037.0,6299.0,381638.0
217,12479011,2672.0,4.0,3.0,1942.0,6037.0,5645.0,461232.0
218,12684194,1628.0,3.0,2.0,1954.0,6037.0,5303.0,372230.0
219,12681016,1714.0,4.0,2.0,1949.0,6037.0,6505.0,837386.0
220,10757091,2748.0,5.0,3.0,1965.0,6037.0,16738.0,534535.0
221,11755380,1323.0,2.0,2.0,1981.0,6037.0,116460.0,337579.0
222,11399657,1018.0,2.0,2.0,1958.0,6037.0,3622.0,296969.0
223,10777361,882.0,2.0,1.0,1952.0,6037.0,10843.0,288725.0
224,11472124,2718.0,3.0,2.0,1947.0,6037.0,6698.0,297213.0
225,11861128,1412.0,2.0,3.0,1982.0,6037.0,927.0,207638.0
226,10777592,1274.0,2.0,2.0,1953.0,6037.0,6249.0,260055.0
227,12673588,1144.0,2.0,1.0,1959.0,6037.0,7069.0,423249.0
228,12668915,1821.0,3.0,2.0,1955.0,6037.0,8089.0,669406.0
229,12422047,1767.0,4.0,2.0,1953.0,6037.0,5602.0,79089.0
230,12924870,1560.0,2.0,3.0,2006.0,6037.0,27345.0,413000.0
231,10779754,1625.0,3.0,2.0,1950.0,6037.0,6120.0,392155.0
232,12245998,1115.0,2.0,2.0,1988.0,6037.0,10025.0,289000.0
233,12528642,2090.0,3.0,2.0,1926.0,6037.0,2403.0,427300.0
234,10793680,920.0,2.0,2.0,1987.0,6037.0,43501.0,354000.0
235,10772315,640.0,1.0,1.0,1978.0,6037.0,35250.0,106102.0
236,12427592,784.0,1.0,1.0,1952.0,6037.0,5205.0,188067.0
237,12394797,1263.0,2.0,2.0,1949.0,6037.0,5601.0,195034.0
238,11218560,1134.0,3.0,2.0,1987.0,6037.0,56463.0,168328.0
239,12992244,1815.0,4.0,2.0,1955.0,6037.0,5880.0,280235.0
240,12697883,1463.0,3.0,2.0,1955.0,6037.0,6145.0,177864.0
241,12697311,2159.0,3.0,2.0,1962.0,6037.0,12254.0,823627.0
242,11649080,2103.0,2.0,2.0,1963.0,6037.0,30094.0,1647189.0
243,12695063,1101.0,2.0,2.0,1979.0,6037.0,39890.0,315000.0
244,12694843,1230.0,2.0,2.0,1975.0,6037.0,55055.0,176440.0
245,11166068,1801.0,3.0,2.0,1972.0,6037.0,6235.0,468398.0
246,11858588,1416.0,3.0,2.0,1961.0,6037.0,6909.0,72681.0
247,12691117,2672.0,5.0,4.0,1977.0,6037.0,4990.0,367029.0
248,11399335,1249.0,3.0,2.0,1963.0,6037.0,21813.0,219735.0
249,12660703,1510.0,2.0,3.0,2008.0,6037.0,,653097.0
250,12663883,3155.0,5.0,4.0,1939.0,6037.0,6003.0,1332579.0
251,11433218,1019.0,2.0,2.0,1971.0,6037.0,41874.0,228000.0
252,11464584,1808.0,4.0,2.0,1940.0,6037.0,4766.0,124623.0
253,12950296,2821.0,3.0,4.0,1978.0,6037.0,34715.0,227267.0
254,11657419,1435.0,2.0,2.0,1981.0,6037.0,19999.0,750594.0
255,12621013,415.0,0.0,1.0,1973.0,6037.0,296211.0,137058.0
256,12620668,1380.0,3.0,3.0,2009.0,6037.0,,390085.0
257,11632614,1810.0,1.0,2.0,2005.0,6037.0,12411.0,1305385.0
258,11420675,972.0,2.0,1.0,1920.0,6037.0,4852.0,319803.0
259,12954133,1635.0,3.0,2.0,1953.0,6037.0,8639.0,357429.0
260,12600401,1186.0,2.0,3.0,1985.0,6037.0,128073.0,215301.0
261,11748161,1181.0,3.0,1.0,1895.0,6037.0,5906.0,336441.0
262,12435065,1210.0,3.0,1.0,1953.0,6037.0,4993.0,525000.0
263,12215942,966.0,2.0,1.0,1939.0,6037.0,6086.0,330000.0
264,10775404,1720.0,2.0,1.0,1952.0,6037.0,13035.0,214783.0
265,12666933,1944.0,3.0,3.0,1952.0,6037.0,6081.0,1089314.0
266,11188562,1666.0,4.0,2.0,1988.0,6037.0,7025.0,175276.0
267,11637788,1865.0,2.0,2.0,1978.0,6037.0,14997.0,326194.0
268,10789168,1916.0,3.0,3.0,1954.0,6037.0,7548.0,430707.0
269,13040781,1464.0,4.0,2.0,1971.0,6037.0,7869.0,70365.0
270,11614513,922.0,2.0,2.0,1973.0,6037.0,17852.0,470000.0
271,12653123,1696.0,4.0,2.0,1941.0,6037.0,4999.0,639957.0
272,12643436,711.0,1.0,1.0,1987.0,6037.0,249561.0,258887.0
273,12641284,1598.0,3.0,3.0,1978.0,6037.0,504969.0,177902.0
274,12937320,1403.0,3.0,2.0,1956.0,6037.0,10353.0,85712.0
275,10868058,8837.0,8.0,9.0,1951.0,6037.0,56073.0,3350689.0
276,11850664,1066.0,3.0,1.0,1947.0,6037.0,5171.0,70720.0
277,11744240,1110.0,3.0,2.0,2007.0,6037.0,26336.0,450000.0
278,12586633,986.0,3.0,1.0,1953.0,6037.0,4627.0,42966.0
279,10777481,929.0,2.0,1.0,1947.0,6037.0,6500.0,96558.0
280,12631325,1058.0,2.0,1.0,1941.0,6037.0,5550.0,142945.0
281,11893072,2966.0,4.0,3.0,1930.0,6037.0,16699.0,2537058.0
282,12847539,2453.0,4.0,3.0,1984.0,6037.0,11252.0,729964.0
283,10794082,920.0,2.0,2.0,1987.0,6037.0,165584.0,316215.0
284,12811946,2170.0,4.0,3.0,1990.0,6037.0,6082.0,599000.0
285,11296299,1055.0,2.0,2.0,1989.0,6037.0,5636.0,155328.0
286,12857084,2424.0,3.0,3.0,1977.0,6037.0,4267.0,273750.0
287,12806043,945.0,2.0,1.0,1949.0,6037.0,6019.0,206164.0
288,12494954,1110.0,3.0,2.0,1950.0,6037.0,5470.0,506000.0
289,11701552,1010.0,2.0,1.0,1924.0,6037.0,7281.0,36612.0
290,12378328,1475.0,4.0,3.0,2009.0,6037.0,,381637.0
291,11343349,1279.0,3.0,2.0,1984.0,6037.0,8992.0,420300.0
292,11812437,1200.0,2.0,3.0,2008.0,6037.0,,259738.0
293,11699164,2910.0,3.0,3.0,1964.0,6037.0,13753.0,147617.0
294,12794536,1125.0,3.0,2.0,1960.0,6037.0,4987.0,57736.0
295,12381818,1248.0,2.0,1.0,1948.0,6037.0,7828.0,229710.0
296,10747253,1300.0,2.0,2.0,1969.0,6037.0,2698.0,277084.0
297,12783912,2432.0,4.0,2.0,1940.0,6037.0,16224.0,749463.0
298,10767861,1285.0,3.0,2.0,1954.0,6037.0,7801.0,215125.0
299,12859526,2447.0,5.0,3.0,1970.0,6037.0,7759.0,358494.0
300,12855549,3791.0,5.0,5.0,1957.0,6037.0,25532.0,866566.0
301,11550029,1369.0,2.0,2.0,1951.0,6037.0,5000.0,870133.0
302,11297800,2449.0,3.0,3.0,1985.0,6037.0,9733.0,227816.0
303,12853550,2389.0,4.0,2.0,1975.0,6037.0,20814.0,311590.0
304,12837439,1352.0,4.0,2.0,1955.0,6037.0,5918.0,52761.0
305,12478477,1189.0,3.0,2.0,1973.0,6037.0,102120.0,179994.0
306,10752191,1054.0,2.0,2.0,1988.0,6037.0,595917.0,234598.0
307,12830013,3179.0,4.0,3.0,1957.0,6037.0,7473.0,393953.0
308,12828324,1914.0,3.0,3.0,1954.0,6037.0,7650.0,154941.0
309,11305770,1852.0,4.0,3.0,1993.0,6037.0,6602.0,239900.0
310,12827852,2034.0,4.0,2.0,1956.0,6037.0,5990.0,91287.0
311,13100833,1897.0,4.0,2.0,1975.0,6037.0,13707.0,615000.0
312,12485767,2655.0,5.0,3.0,1954.0,6037.0,6318.0,198021.0
313,12338129,868.0,2.0,1.0,1950.0,6037.0,5167.0,58966.0
314,10804212,1439.0,2.0,3.0,1964.0,6037.0,85128.0,218105.0
315,10803963,802.0,1.0,1.0,1971.0,6037.0,60951.0,234547.0
316,13093146,1480.0,3.0,3.0,1984.0,6037.0,124027.0,280772.0
317,12818847,1450.0,3.0,2.0,1964.0,6037.0,6444.0,300961.0
318,11705017,2020.0,3.0,1.0,1913.0,6037.0,8115.0,117672.0
319,12320421,1284.0,2.0,2.0,1974.0,6037.0,1374.0,158752.0
320,11550326,1099.0,3.0,2.0,1953.0,6037.0,6146.0,1160000.0
321,12886129,1490.0,3.0,2.0,1953.0,6037.0,6401.0,147160.0
322,12282002,1533.0,3.0,2.0,1952.0,6037.0,6445.0,259512.0
323,10852965,4874.0,7.0,6.0,1967.0,6037.0,26430.0,1036230.0
324,11571042,1587.0,3.0,3.0,1979.0,6037.0,7200.0,833338.0
325,12727098,1689.0,3.0,2.0,2014.0,6037.0,,454832.0
326,12726396,1120.0,3.0,2.0,1976.0,6037.0,7831.0,226877.0
327,12898608,836.0,2.0,1.0,1970.0,6037.0,7152.0,223713.0
328,13059995,2208.0,4.0,3.0,1977.0,6037.0,13738.0,347440.0
329,11574519,1345.0,2.0,3.0,1991.0,6037.0,7008.0,923876.0
330,12715418,1961.0,2.0,3.0,1975.0,6037.0,1286.0,842000.0
331,13058129,2155.0,4.0,3.0,1988.0,6037.0,6744.0,446745.0
332,11846106,2235.0,4.0,3.0,1989.0,6037.0,7457.0,727687.0
333,11847191,2162.0,3.0,3.0,1933.0,6037.0,20319.0,107237.0
334,12711834,2595.0,4.0,3.0,1968.0,6037.0,8828.0,1055732.0
335,12741348,1306.0,3.0,2.0,1958.0,6037.0,6048.0,366882.0
336,11683780,3021.0,3.0,3.0,1952.0,6037.0,134105.0,1352521.0
337,12287923,1168.0,4.0,2.0,1947.0,6037.0,5249.0,280000.0
338,12522499,1400.0,3.0,2.0,1955.0,6037.0,6962.0,81339.0
339,12472855,1210.0,3.0,1.0,1952.0,6037.0,5491.0,503000.0
340,12384132,1251.0,3.0,2.0,1952.0,6037.0,6329.0,500000.0
341,12995662,1457.0,3.0,3.0,2005.0,6037.0,106364.0,378000.0
342,11553543,1624.0,4.0,2.0,1947.0,6037.0,5753.0,108886.0
343,11692679,5906.0,7.0,8.0,1952.0,6037.0,23020.0,6620375.0
344,12766349,1676.0,4.0,3.0,2003.0,6037.0,1775.0,415552.0
345,13070751,2271.0,5.0,3.0,1988.0,6037.0,17151.0,909178.0
346,11233714,1271.0,2.0,2.0,1955.0,6037.0,54772.0,119577.0
347,11500043,2354.0,4.0,3.0,1960.0,6037.0,6307.0,161583.0
348,10851456,1426.0,2.0,2.0,1990.0,6037.0,27953.0,154335.0
349,12293484,1218.0,3.0,2.0,1955.0,6037.0,5589.0,300854.0
350,12758091,1890.0,4.0,2.0,1964.0,6037.0,5241.0,75753.0
351,10809581,1256.0,3.0,2.0,1953.0,6037.0,6205.0,522300.0
352,11270466,1151.0,2.0,3.0,1991.0,6037.0,263762.0,48698.0
353,12014842,672.0,0.0,1.0,1973.0,6037.0,66585.0,318268.0
354,12560652,1077.0,1.0,2.0,2006.0,6037.0,60217.0,370000.0
355,12147224,2206.0,3.0,2.0,1950.0,6037.0,6495.0,992041.0
356,10905421,1952.0,3.0,3.0,1948.0,6037.0,8101.0,391152.0
357,11906847,1035.0,2.0,1.0,1929.0,6037.0,6849.0,150967.0
